indx,name,version,oname,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,new,portrait,bug,predicted_bug
2295,org.apache.lucene.index.SegmentInfos,2.2,org.apache.lucene.index.SegmentInfos,30,4,0,16,75,349,10,8,23,0.936781609,515,0.666666667,0,0.738317757,0.155172414,1,3,15.76666667,6,1.2667,0,0.139984,8,1.4933703
2296,org.apache.lucene.document.Field,2.2,org.apache.lucene.document.Field,11,2,0,8,21,0,2,6,11,2,392,0,0,0.8,0.352272727,1,4,34.63636364,2,0.7273,0,0.150441,2,0.583803
2297,org.apache.lucene.search.TopDocCollector,2.2,org.apache.lucene.search.TopDocCollector,5,2,1,7,13,0,2,5,4,0.4375,110,0.5,1,0.25,0.5,0,0,20.2,4,1.6,0,0.162851,2,0.4196549
2298,org.apache.lucene.store.FSDirectory,2.2,org.apache.lucene.store.FSDirectory,28,2,1,16,89,86,6,10,23,0.844444444,1021,0.8,0,0.395348837,0.265432099,1,7,35.10714286,2,1,1,0.000663,11,1.4839778
2299,org.apache.lucene.analysis.CachingTokenFilter,2.2,org.apache.lucene.analysis.CachingTokenFilter,4,3,0,3,10,2,0,3,3,0.666666667,57,1,0,0.571428571,0.625,0,0,12.75,1,0.75,1,0.00011,2,0.3500473
2300,org.apache.lucene.search.spans.SpanOrQuery,2.2,org.apache.lucene.search.spans.SpanOrQuery,11,3,0,8,42,0,3,6,10,0.45,286,1,0,0.615384615,0.220779221,2,2,24.81818182,7,1.7273,0,0.162821,0,0.7131062
2301,org.apache.lucene.search.spans.NearSpansOrdered,2.2,org.apache.lucene.search.spans.NearSpansOrdered,15,1,0,6,41,25,3,5,7,0.747252747,661,0.846153846,3,0,0.202380952,0,0,42.2,6,1.5333,1,0.000664,0,0.7178378
2302,org.apache.lucene.analysis.LengthFilter,2.2,org.apache.lucene.analysis.LengthFilter,2,3,0,3,6,0,0,3,2,0,41,0,0,0.8,0.666666667,0,0,18.5,1,0.5,0,0.162811,1,0.29624677
2303,org.apache.lucene.search.IndexSearcher,2.2,org.apache.lucene.search.IndexSearcher,15,2,0,21,34,0,3,19,14,0.357142857,164,0.5,1,0.666666667,0.18974359,1,3,9.8,1,0.7333,0,0.162294,2,0.76668334
2304,org.apache.lucene.queryParser.ParseException,2.2,org.apache.lucene.queryParser.ParseException,5,3,0,3,18,0,2,1,4,0.55,387,0.4,1,0.866666667,0.4,1,1,75.4,14,4.8,0,0.165386,3,0.38833243
2305,org.apache.lucene.search.Scorer,2.2,org.apache.lucene.search.Scorer,9,1,17,38,11,34,35,3,7,0.875,47,1,1,0,0.416666667,0,0,4.111111111,1,0.8889,0,0.160542,1,0.44716442
2306,org.apache.lucene.index.IndexReader,2.2,org.apache.lucene.index.IndexReader,62,1,4,118,125,1757,93,27,46,0.877794337,815,1,5,0,0.102822581,0,0,11.96774194,11,1.2258,0,0.156962,11,2.130127
2307,org.apache.lucene.search.QueryWrapperFilter,2.2,org.apache.lucene.search.QueryWrapperFilter,5,2,0,7,17,0,2,6,5,0,62,1,1,0.2,0.4,1,1,11.2,2,1,1,0.001927,1,0.42301178
2308,org.apache.lucene.index.TermVectorsReader,2.2,org.apache.lucene.index.TermVectorsReader,10,1,0,9,37,17,1,8,0,0.555555556,659,1,4,0,0.277777778,0,0,64.2,4,1.1,0,0.163495,11,0.65414506
2309,org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,2.2,org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,22,1,0,5,38,153,1,4,7,0.850340136,3785,0.114285714,1,0,0.380952381,0,0,169.4545455,236,14.0455,0,0.162802,0,1.5121387
2310,org.apache.lucene.store.NativeFSLockFactory,2.2,org.apache.lucene.store.NativeFSLockFactory,7,2,0,4,27,9,1,3,4,0.333333333,186,1,0,0.5,0.571428571,0,0,25.42857143,2,0.7143,1,0.000553,2,0.4925424
2311,org.apache.lucene.analysis.ISOLatin1AccentFilter,2.2,org.apache.lucene.analysis.ISOLatin1AccentFilter,3,3,0,3,13,3,0,3,3,2,170,0,0,0.666666667,0.444444444,0,0,55.66666667,3,1.3333,0,0.16402,3,0.3392524
2312,org.apache.lucene.search.RemoteCachingWrapperFilter,2.2,org.apache.lucene.search.RemoteCachingWrapperFilter,2,2,0,3,6,0,0,3,2,0,18,1,1,0.5,0.666666667,0,0,7.5,1,0.5,1,0.00022,2,0.27768856
2313,org.apache.lucene.search.RangeQuery,2.2,org.apache.lucene.search.RangeQuery,9,2,0,9,32,0,1,8,9,0.291666667,340,1,2,0.6,0.259259259,2,3,36.44444444,11,3,0,0.163016,2,0.6630172
2314,org.apache.lucene.search.PrefixQuery,2.2,org.apache.lucene.search.PrefixQuery,6,2,0,9,28,0,1,8,6,0,147,1,1,0.705882353,0.333333333,2,3,23.33333333,4,1.5,0,0.162927,0,0.5976806
2315,org.apache.lucene.analysis.standard.StandardTokenizer,2.2,org.apache.lucene.analysis.standard.StandardTokenizer,15,3,0,9,29,15,1,8,11,0.6,524,0.7,3,0.266666667,0.285714286,1,1,33.26666667,10,1.7333,0,0.162804,6,0.7133818
2316,org.apache.lucene.search.function.ByteFieldSource,2.2,org.apache.lucene.search.function.ByteFieldSource,7,3,0,7,22,9,2,6,6,0.777777778,122,0.333333333,1,0.705882353,0.333333333,2,3,16,6,1.7143,1,0.00011,1,0.5525291
2317,org.apache.lucene.index.IndexFileNameFilter,2.2,org.apache.lucene.index.IndexFileNameFilter,5,1,0,3,14,4,2,1,4,0.583333333,145,0.666666667,1,0,0.5,0,0,27.4,7,2.6,1,0.06448,1,0.36174703
2318,org.apache.lucene.util.BitVector,2.2,org.apache.lucene.util.BitVector,14,1,0,5,28,0,2,3,8,0.288461538,1483,1,0,0,0.320512821,0,0,104.6428571,10,1.8571,0,0.164808,0,0.64623797
2319,org.apache.lucene.search.DisjunctionMaxQuery,2.2,org.apache.lucene.search.DisjunctionMaxQuery,14,2,0,6,38,0,1,6,11,0.384615385,318,1,0,0.5,0.171428571,2,5,21.57142857,6,1.5714,0,0.162817,2,0.7054426
2320,org.apache.lucene.index.DocumentWriter,2.2,org.apache.lucene.index.DocumentWriter,11,1,0,20,102,1,1,20,0,0.733333333,1192,1,5,0,0.227272727,0,0,106,10,2.3636,0,0.166265,0,1.1857569
2321,org.apache.lucene.search.MultiTermQuery,2.2,org.apache.lucene.search.MultiTermQuery,7,2,2,10,27,1,2,8,6,0.333333333,134,1,1,0.666666667,0.342857143,2,3,18,5,1.5714,0,0.162848,0,0.5994705
2322,org.apache.lucene.search.BooleanScorer,2.2,org.apache.lucene.search.BooleanScorer,12,2,0,8,29,26,1,7,7,0.609090909,461,1,3,0.444444444,0.305555556,1,3,36.58333333,2,1.0833,0,0.163856,0,0.70381695
2323,org.apache.lucene.search.ParallelMultiSearcher,2.2,org.apache.lucene.search.ParallelMultiSearcher,6,3,0,16,33,3,1,16,6,0.4,297,1,1,0.880952381,0.351851852,2,3,48.16666667,1,0.8333,0,0.16297,1,0.7491121
2324,org.apache.lucene.search.ConjunctionScorer,2.2,org.apache.lucene.search.ConjunctionScorer,10,2,1,6,21,0,3,4,6,0.412698413,340,1,1,0.470588235,0.3,1,3,32.3,2,1.1,0,0.162824,1,0.5295676
2325,org.apache.lucene.analysis.Token,2.2,org.apache.lucene.analysis.Token,13,1,0,15,22,24,14,1,13,0.75,177,0.166666667,1,0,0.384615385,1,1,12.15384615,3,1.0769,0,0.154167,8,0.63923997
2326,org.apache.lucene.index.MultiTermPositions,2.2,org.apache.lucene.index.MultiTermPositions,6,2,0,5,12,3,1,4,5,2,36,0,0,0.666666667,0.305555556,1,1,5,1,0.8333,0,0.162911,0,0.3607188
2327,org.apache.lucene.queryParser.FastCharStream,2.2,org.apache.lucene.queryParser.FastCharStream,14,1,0,2,25,3,1,1,13,0.602564103,237,0,0,0,0.404761905,0,0,15.5,1,0.9286,0,0.162787,0,0.4888749
2328,org.apache.lucene.search.WildcardTermEnum,2.2,org.apache.lucene.search.WildcardTermEnum,6,3,0,5,20,5,1,4,5,0.825,247,0,1,0.722222222,0.333333333,1,4,38.83333333,16,3.6667,0,0.162811,0,0.5056138
2329,org.apache.lucene.store.LockObtainFailedException,2.2,org.apache.lucene.store.LockObtainFailedException,1,4,0,5,2,0,5,0,1,2,5,0,0,1,1,0,0,4,0,0,1,0.005161,0,0.25967273
2330,org.apache.lucene.search.Sort,2.2,org.apache.lucene.search.Sort,14,1,0,12,22,61,11,1,13,0.692307692,175,0,3,0,0.320512821,0,0,11.28571429,3,0.7143,0,0.161973,2,0.6504475
2331,org.apache.lucene.index.IndexWriter,2.2,org.apache.lucene.index.IndexWriter,80,1,0,23,171,1344,4,22,52,0.843178622,2846,0.722222222,10,0,0.1005996,0,0,34.125,4,0.9875,0,0.184443,47,5.8159676
2332,org.apache.lucene.index.TermInfosReader,2.2,org.apache.lucene.index.TermInfosReader,17,1,0,9,35,72,2,7,4,0.65,474,1,6,0,0.31372549,0,0,26.29411765,4,1.1176,0,0.164884,4,0.85943335
2333,org.apache.lucene.search.PhraseScorer,2.2,org.apache.lucene.search.PhraseScorer,13,2,2,9,34,0,2,7,6,0.666666667,345,1,4,0.4,0.21978022,1,3,24.84615385,3,1.1538,0,0.162916,0,0.6914638
2334,org.apache.lucene.store.MMapDirectory,2.2,org.apache.lucene.store.MMapDirectory,2,3,0,5,10,1,0,5,2,1,48,1,0,0.977272727,0.75,1,2,22.5,1,0.5,0,0.162787,1,0.37297738
2335,org.apache.lucene.search.Explanation,2.2,org.apache.lucene.search.Explanation,13,1,1,41,21,64,41,0,11,0.611111111,197,1,0,0,0.292307692,0,0,13.92307692,4,1.4615,0,0.160484,0,0.83541894
2336,org.apache.lucene.search.HitIterator,2.2,org.apache.lucene.search.HitIterator,5,1,0,2,10,0,1,2,4,0.375,60,1,1,0,0.6,0,0,10.6,2,1.2,0,0.162791,2,0.33550078
2337,org.apache.lucene.search.BooleanScorer2,2.2,org.apache.lucene.search.BooleanScorer2,21,2,0,16,58,104,5,15,10,0.65625,511,1,3,0.32,0.2375,1,3,22.95238095,6,1.6667,0,0.164202,1,1.2703341
2338,org.apache.lucene.index.DocInverterPerThread,2.4,org.apache.lucene.index.DocInverterPerThread,5,2,0,19,18,0,8,15,4,0.785714286,84,0,7,0.5,0.4,0,0,14.4,3,1.2,1,0.00044,1,0.5585327
2339,org.apache.lucene.search.FuzzyQuery,2.4,org.apache.lucene.search.FuzzyQuery,10,3,0,13,41,7,1,12,9,0.638888889,286,0.5,0,0.72,0.285714286,2,6,27.2,6,1.4,0,0.146552,3,0.82066256
2340,org.apache.lucene.search.QueryTermVector,2.4,org.apache.lucene.search.QueryTermVector,10,1,0,4,38,0,0,4,9,0.388888889,287,1,0,0,0.34,0,0,27.5,5,1.6,0,0.146551,0,0.5634123
2341,org.apache.lucene.index.ReadOnlySegmentReader,2.4,org.apache.lucene.index.ReadOnlySegmentReader,4,4,0,3,7,6,2,2,1,2,26,0,0,0.98125,0.5,2,3,5.5,3,1.25,1,7.30E-05,0,0.33232135
2342,org.apache.lucene.index.DirectoryIndexReader,2.4,org.apache.lucene.index.DirectoryIndexReader,25,2,2,20,82,160,5,18,8,0.881944444,596,0.833333333,5,0.768421053,0.197916667,2,8,22.36,3,1.08,1,0.006712,10,1.6279715
2343,org.apache.lucene.index.DocFieldConsumerPerThread,2.4,org.apache.lucene.index.DocFieldConsumerPerThread,5,1,3,13,6,10,10,3,0,2,8,0,0,0,0.6,0,0,0.6,1,0.8,1,0.00054,0,0.2890799
2344,org.apache.lucene.index.FieldsWriter,2.4,org.apache.lucene.index.FieldsWriter,13,1,0,13,61,0,4,9,0,0.881944444,553,0.333333333,3,0,0.179487179,0,0,40.61538462,4,1,0,0.150451,1,0.8192781
2345,org.apache.lucene.index.SegmentTermPositions,2.4,org.apache.lucene.index.SegmentTermPositions,17,2,0,6,34,34,1,6,7,0.722222222,323,0.777777778,1,0.444444444,0.173611111,1,2,17.47058824,3,1,0,0.14658,3,0.74046004
2346,org.apache.lucene.index.MultipleTermPositions,2.4,org.apache.lucene.index.MultipleTermPositions,13,1,0,8,36,58,1,7,13,0.791666667,191,1,2,0,0.201923077,0,0,13.38461538,1,0.9231,0,0.146551,0,0.6940091
2347,org.apache.lucene.index.IntBlockPool,2.4,org.apache.lucene.index.IntBlockPool,3,1,0,3,7,0,2,1,3,0.142857143,125,0.142857143,1,0,0.555555556,0,0,38.33333333,3,1.6667,1,0.003782,0,0.27062863
2348,org.apache.lucene.store.ChecksumIndexInput,2.4,org.apache.lucene.store.ChecksumIndexInput,8,2,0,2,19,0,1,1,8,0.428571429,65,0,1,0.708333333,0.3,1,4,6.875,1,0.875,1,0.023182,0,0.39813298
2349,org.apache.lucene.index.DocConsumer,2.4,org.apache.lucene.index.DocConsumer,6,1,1,5,7,15,3,3,0,2,9,0,0,0,0.416666667,0,0,0.5,1,0.8333,1,0.009726,0,0.27523834
2350,org.apache.lucene.index.TermsHashConsumerPerField,2.4,org.apache.lucene.index.TermsHashConsumerPerField,7,1,2,10,8,21,7,3,0,2,10,0,0,0,0.4,0,0,0.428571429,1,0.8571,1,0.00043,0,0.31121328
2351,org.apache.lucene.index.DocFieldProcessor,2.4,org.apache.lucene.index.DocFieldProcessor,6,2,0,10,25,0,2,10,6,0.666666667,91,0,3,0.5,0.333333333,0,0,13.66666667,1,0.8333,1,0.002081,1,0.51059926
2352,org.apache.lucene.analysis.PerFieldAnalyzerWrapper,2.4,org.apache.lucene.analysis.PerFieldAnalyzerWrapper,6,2,0,2,17,0,0,2,6,0.1,90,1,1,0.5,0.583333333,1,1,13.66666667,2,1.1667,0,0.146615,1,0.41591972
2353,org.apache.lucene.index.DocumentsWriterThreadState,2.4,org.apache.lucene.index.DocumentsWriterThreadState,2,1,0,7,5,0,4,5,1,0.833333333,57,0,3,0,0.75,0,0,24.5,1,0.5,1,7.30E-05,1,0.3371445
2354,org.apache.lucene.search.BooleanQuery,2.4,org.apache.lucene.search.BooleanQuery,27,2,0,20,64,167,13,11,22,0.761538462,446,1,0,0.333333333,0.102564103,2,6,15.33333333,12,1.5926,0,0.14952,10,1.3746556
2355,org.apache.lucene.index.TermInfo,2.4,org.apache.lucene.index.TermInfo,5,1,0,8,6,0,8,0,0,0.125,100,0,0,0,0.55,0,0,18.2,1,0.4,0,0.145425,0,0.32271564
2356,org.apache.lucene.index.Term,2.4,org.apache.lucene.index.Term,13,1,0,79,22,0,79,0,10,0.125,145,0,0,0,0.294871795,1,1,10,6,1.2308,0,0.140809,2,0.7377477
2357,org.apache.lucene.search.PrefixGenerator,2.4,org.apache.lucene.search.PrefixGenerator,2,1,2,7,16,0,2,5,1,0,66,1,1,0,0.666666667,0,0,31.5,1,0.5,0,0.146557,0,0.36968
2358,org.apache.lucene.search.TermQuery,2.4,org.apache.lucene.search.TermQuery,8,2,0,16,22,0,11,6,6,0.142857143,100,1,1,0.631578947,0.232142857,2,2,11.375,4,1.375,0,0.146433,4,0.56511086
2359,org.apache.lucene.analysis.CharTokenizer,2.4,org.apache.lucene.analysis.CharTokenizer,7,3,2,4,21,13,2,2,3,0.875,185,0.75,0,0.583333333,0.366666667,1,2,24.28571429,1,0.7143,0,0.147601,4,0.5014229
2360,org.apache.lucene.index.CorruptIndexException,2.4,org.apache.lucene.index.CorruptIndexException,1,4,0,36,2,0,36,0,1,2,5,0,0,1,1,0,0,4,0,0,0,0.146551,0,0.22800493
2361,org.apache.lucene.queryParser.MultiFieldQueryParser,2.4,org.apache.lucene.queryParser.MultiFieldQueryParser,12,2,0,9,33,34,0,9,5,0.590909091,453,1,0,0.885057471,0.283333333,1,5,36.58333333,3,1,0,0.149322,0,0.76271474
2362,org.apache.lucene.index.SnapshotDeletionPolicy,2.4,org.apache.lucene.index.SnapshotDeletionPolicy,7,1,0,4,17,5,1,4,5,0.666666667,109,1,2,0,0.392857143,0,0,14.14285714,2,1.2857,1,7.30E-05,2,0.4391076
2363,org.apache.lucene.index.TermsHashConsumerPerThread,2.4,org.apache.lucene.index.TermsHashConsumerPerThread,5,1,2,11,6,10,8,4,2,2,8,0,0,0,0.466666667,0,0,0.6,1,0.8,1,0.000219,0,0.30249155
2364,org.apache.lucene.store.Directory,2.4,org.apache.lucene.store.Directory,20,1,3,57,36,176,52,5,19,0.894736842,193,0.5,1,0,0.291666667,0,0,8.55,1,0.95,0,0.134312,2,1.037779
2365,org.apache.lucene.index.LogMergePolicy,2.4,org.apache.lucene.index.LogMergePolicy,21,2,2,10,47,108,3,8,15,0.920833333,817,0.333333333,1,0.24,0.26875,0,0,37.33333333,2,1,1,0.012007,4,1.0773587
2366,org.apache.lucene.store.LockFactory,2.4,org.apache.lucene.store.LockFactory,5,1,5,10,6,4,9,1,5,0.5,19,1,0,0,0.8,0,0,2.6,1,0.8,0,0.142687,1,0.32290262
2367,org.apache.lucene.analysis.LowerCaseFilter,2.4,org.apache.lucene.analysis.LowerCaseFilter,4,3,0,4,14,4,1,3,2,0.833333333,74,0,0,0.777777778,0.416666667,1,2,17,1,0.5,0,0.147086,0,0.40102357
2368,org.apache.lucene.search.NonMatchingScorer,2.4,org.apache.lucene.search.NonMatchingScorer,6,3,0,4,10,15,1,3,6,2,31,0,0,0.615384615,0.666666667,1,3,4.166666667,1,0.8333,0,0.146551,3,0.35492313
2369,org.apache.lucene.index.NormsWriterPerField,2.4,org.apache.lucene.index.NormsWriterPerField,7,2,0,9,20,5,2,8,3,0.796296296,191,0,4,0.285714286,0.277777778,0,0,25,8,1.7143,1,0.000182,0,0.5312479
2370,org.apache.lucene.index.SerialMergeScheduler,2.4,org.apache.lucene.index.SerialMergeScheduler,3,2,0,5,6,3,1,4,3,2,18,0,0,0.5,0.666666667,0,0,5,1,0.6667,1,0.001356,0,0.2990343
2371,org.apache.lucene.search.TopFieldDocs,2.4,org.apache.lucene.search.TopFieldDocs,1,2,0,14,2,0,11,3,0,2,11,0,1,1,1,0,0,9,0,0,0,0.1465,0,0.27025983
2372,org.apache.lucene.search.spans.SpanWeight,2.4,org.apache.lucene.search.spans.SpanWeight,7,1,1,13,46,0,2,12,7,0.69047619,357,1,2,0,0.30952381,0,0,49,1,0.8571,0,0.147744,4,0.71694046
2373,org.apache.lucene.document.Document,2.4,org.apache.lucene.document.Document,18,1,0,30,39,0,28,3,17,0.81372549,432,0.833333333,2,0,0.426470588,0,0,22.66666667,5,2.4444,0,0.149337,0,0.916651
2374,org.apache.lucene.search.PhrasePositions,2.4,org.apache.lucene.search.PhrasePositions,5,1,0,5,12,0,4,1,0,0.678571429,95,0,2,0,0.533333333,0,0,16.6,1,0.8,0,0.14684,0,0.3536139
2375,org.apache.lucene.search.SloppyPhraseScorer,2.4,org.apache.lucene.search.SloppyPhraseScorer,5,4,0,8,20,0,2,6,0,0.625,389,1,2,0.833333333,0.325,1,1,76,5,2,0,0.147687,2,0.47483152
2376,org.apache.lucene.index.FieldInfos,2.4,org.apache.lucene.index.FieldInfos,23,1,0,31,57,203,25,6,18,0.934343434,565,0.222222222,0,0,0.22173913,0,0,23.17391304,3,1.4783,0,0.153111,6,1.4710327
2377,org.apache.lucene.index.CompoundFileWriter,2.4,org.apache.lucene.index.CompoundFileWriter,9,1,0,9,51,14,3,6,5,0.703125,414,0.75,2,0,0.303571429,0,0,44.11111111,4,1,0,0.142731,0,0.7211353
2378,org.apache.lucene.search.MultiSearcherThread,2.4,org.apache.lucene.search.MultiSearcherThread,6,2,0,12,12,1,1,11,6,0.64,173,1,6,0.921568627,0.35,0,0,26.16666667,6,1.5,0,0.147423,0,0.5449125
2379,org.apache.lucene.index.ParallelReader,2.4,org.apache.lucene.index.ParallelReader,35,2,0,16,103,317,3,16,28,0.81372549,865,0.888888889,0,0.688679245,0.152380952,1,10,23.45714286,3,1.0571,0,0.149533,5,2.150663
2380,org.apache.lucene.util.OpenBitSetDISI,2.4,org.apache.lucene.util.OpenBitSetDISI,8,3,0,2,23,26,0,2,6,0.928571429,155,0,0,0.913793103,0.5,0,0,18.125,1,0.625,1,0.001338,2,0.5109111
2381,org.apache.lucene.index.DocFieldProcessorPerField,2.4,org.apache.lucene.index.DocFieldProcessorPerField,2,1,0,5,5,0,1,5,2,1.166666667,31,0,4,0,0.666666667,0,0,11.5,1,0.5,1,0.000147,0,0.30994138
2382,org.apache.lucene.index.DocFieldConsumers,2.4,org.apache.lucene.index.DocFieldConsumers,11,2,0,11,37,3,3,10,6,0.757142857,281,0,3,0.4,0.2125,0,0,23.90909091,5,1.5455,1,0.000957,0,0.6894457
2383,org.apache.lucene.index.InvertedDocEndConsumerPerThread,2.4,org.apache.lucene.index.InvertedDocEndConsumerPerThread,5,1,1,8,6,10,6,3,0,2,8,0,0,0,0.466666667,0,0,0.6,1,0.8,1,0.000222,0,0.2908184
2384,org.apache.lucene.search.FilteredQuery,2.4,org.apache.lucene.search.FilteredQuery,9,2,0,10,26,0,3,8,8,0.3125,143,0,2,0.6,0.222222222,2,4,14.66666667,5,1.3333,0,0.146172,7,0.61310107
2385,org.apache.lucene.index.MergeScheduler,2.4,org.apache.lucene.index.MergeScheduler,3,1,2,5,4,3,4,2,1,2,6,0,0,0,0.666666667,0,0,1,1,0.6667,1,0.005996,0,0.26563597
2386,org.apache.lucene.search.RangeQuery,2.4,org.apache.lucene.search.RangeQuery,12,2,0,9,39,0,1,8,11,0.454545455,480,1,2,0.545454545,0.229166667,2,2,38.66666667,13,2.6667,0,0.148378,4,0.72461545
2387,org.apache.lucene.search.FuzzyTermEnum,2.4,org.apache.lucene.search.FuzzyTermEnum,14,3,0,5,29,53,1,4,6,0.692307692,514,1,1,0.541666667,0.333333333,1,4,34.92857143,14,2.2857,0,0.146552,1,0.7509564
2388,org.apache.lucene.store.Lock,2.4,org.apache.lucene.store.Lock,6,1,5,19,19,13,18,1,5,1,119,0.333333333,0,0,0.6,0,0,18.33333333,1,0.6667,0,0.14417,1,0.54422724
2389,org.apache.lucene.index.DocInverter,2.4,org.apache.lucene.index.DocInverter,7,2,0,14,30,0,2,13,4,0.25,136,0,2,0.5,0.285714286,0,0,18.14285714,1,0.8571,1,0.003067,0,0.6052257
2390,org.apache.lucene.search.spans.SpanFirstQuery,2.4,org.apache.lucene.search.spans.SpanFirstQuery,14,3,0,7,31,0,1,7,12,0.461538462,182,1,1,0.566666667,0.196428571,2,2,11.85714286,6,1.2857,0,0.146565,2,0.6650007
2391,org.apache.lucene.search.TopDocs,2.4,org.apache.lucene.search.TopDocs,3,1,1,14,4,0,13,1,3,0.666666667,25,0.333333333,1,0,0.583333333,0,0,6.333333333,1,0.6667,0,0.146561,1,0.30727345
2392,org.apache.lucene.search.TopFieldDocCollector,2.4,org.apache.lucene.search.TopFieldDocCollector,3,3,0,11,13,1,1,10,3,1,88,1,1,0.666666667,0.533333333,1,3,28,3,1.6667,0,0.14745,1,0.49438226
2393,org.apache.lucene.search.Filter,2.4,org.apache.lucene.search.Filter,3,1,6,28,5,3,25,3,3,2,15,0,0,0,0.833333333,0,0,4,1,0.6667,0,0.146187,1,0.2819664
2394,org.apache.lucene.store.IndexInput,2.4,org.apache.lucene.store.IndexInput,18,1,7,40,22,147,40,0,17,0.921568627,314,1,0,0,0.25,0,0,16.27777778,1,0.9444,0,0.145631,2,1.06784
2395,org.apache.lucene.search.function.DocValues,2.4,org.apache.lucene.search.function.DocValues,13,1,6,16,19,70,15,1,11,0.729166667,121,1,0,0,0.769230769,0,0,8,2,1,0,0.146574,2,0.6091407
2396,org.apache.lucene.search.ExactPhraseScorer,2.4,org.apache.lucene.search.ExactPhraseScorer,2,4,0,8,9,1,2,6,0,2,64,0,0,0.952380952,0.583333333,1,1,31,1,0.5,0,0.146636,2,0.39637125
2397,org.apache.lucene.index.DocFieldConsumersPerField,2.4,org.apache.lucene.index.DocFieldConsumersPerField,3,2,0,4,6,0,2,3,3,0.333333333,44,0,3,0.5,0.466666667,0,0,12.66666667,3,1.3333,1,0.000146,0,0.32182956
2398,org.apache.lucene.index.SegmentInfo,2.4,org.apache.lucene.index.SegmentInfo,36,1,0,23,77,92,18,5,8,0.776870748,1568,0.523809524,1,0,0.182857143,1,1,41.97222222,4,1.3056,0,0.137595,2,1.4144826
2399,org.apache.lucene.store.BufferedIndexInput,2.4,org.apache.lucene.store.BufferedIndexInput,17,2,2,4,33,42,3,1,10,0.6953125,478,0.625,0,0.548387097,0.302083333,1,5,26.64705882,8,1.2941,0,0.147255,0,0.74325067
2400,org.apache.lucene.index.ReusableStringReader,2.4,org.apache.lucene.index.ReusableStringReader,5,2,0,2,8,8,2,0,3,0.5,90,0,0,0.714285714,0.45,1,2,16.4,3,1.2,1,0.00049,0,0.35162362
2401,org.apache.lucene.index.IndexModifier,2.4,org.apache.lucene.index.IndexModifier,26,1,0,13,58,0,0,13,22,0.344,719,1,4,0,0.184615385,0,0,26.26923077,2,1.1538,0,0.168051,2,0.9788454
2402,org.apache.lucene.index.DocFieldConsumerPerField,2.4,org.apache.lucene.index.DocFieldConsumerPerField,3,1,3,11,4,3,10,1,0,2,6,0,0,0,0.555555556,0,0,1,1,0.6667,1,0.000402,0,0.24777582
2403,org.apache.lucene.store.IndexOutput,2.4,org.apache.lucene.store.IndexOutput,19,1,3,29,25,167,26,3,18,0.962962963,343,1,1,0,0.25,0,0,16.89473684,1,0.8947,0,0.141028,2,1.0677418
2404,org.apache.lucene.search.function.CustomScoreQuery,2.4,org.apache.lucene.search.function.CustomScoreQuery,20,2,0,9,46,102,2,8,16,0.578947368,454,1,2,0.413793103,0.128125,2,4,21.55,7,1.8,0,0.146654,6,1.1055918
2405,org.apache.lucene.search.HitQueue,2.4,org.apache.lucene.search.HitQueue,2,2,0,6,4,1,4,2,0,2,39,0,0,0.923076923,0.666666667,1,3,18.5,4,2,0,0.146671,1,0.33761865
2406,org.apache.lucene.analysis.KeywordTokenizer,2.4,org.apache.lucene.analysis.KeywordTokenizer,6,3,0,3,18,7,1,2,4,0.85,112,0.5,0,0.7,0.4,1,2,17,1,0.5,1,0.000294,5,0.4526856
2407,org.apache.lucene.index.ByteSliceReader,2.4,org.apache.lucene.index.ByteSliceReader,13,2,0,8,22,38,5,3,10,0.658333333,447,0,1,0.607142857,0.214285714,1,4,32.61538462,8,2.3846,1,0.004599,0,0.6792308
2408,org.apache.lucene.index.TermBuffer,2.4,org.apache.lucene.index.TermBuffer,10,1,0,7,30,0,1,6,6,0.574074074,303,1,3,0,0.228571429,0,0,28.7,4,1.6,0,0.149377,0,0.5640494
2409,org.apache.lucene.index.DocFieldConsumer,2.4,org.apache.lucene.index.DocFieldConsumer,7,1,3,9,8,21,6,4,0,1,15,0,1,0,0.342857143,0,0,1,1,0.8571,1,0.001721,0,0.32100773
2410,org.apache.lucene.store.BufferedIndexOutput,2.4,org.apache.lucene.store.BufferedIndexOutput,10,2,1,2,12,17,1,1,8,0.555555556,185,0.75,0,0.653846154,0.36,1,5,17.1,1,0.9,0,0.146566,0,0.48261148
2411,org.apache.lucene.index.SegmentInfos,2.4,org.apache.lucene.index.SegmentInfos,38,4,0,30,97,553,22,10,28,0.93799682,729,0.411764706,1,0.686956522,0.162162162,1,2,17.73684211,6,1.2895,0,0.143926,11,1.9892298
2412,org.apache.lucene.document.Field,2.4,org.apache.lucene.document.Field,17,2,0,8,28,0,2,6,17,2,482,0,0,0.709677419,0.307189542,1,6,27.35294118,4,0.8824,0,0.148027,5,0.700039
2413,org.apache.lucene.index.MultiLevelSkipListWriter,2.4,org.apache.lucene.index.MultiLevelSkipListWriter,6,1,1,3,16,0,1,2,0,0.466666667,178,1,1,0,0.611111111,0,0,28.16666667,3,1.3333,0,0.147305,1,0.36516201
